samples	cluster	frac_cluster	max_frac	analysis_type	K
WN2063	A	0.334698	0.444807	GATK-STRELKA_Intersection	5
NIC236	A	0.447494	0.447494	GATK-STRELKA_Intersection	5
JU1400	A	0.465052	0.465052	GATK-STRELKA_Intersection	5
QW947	A	0.31164	0.466421	GATK-STRELKA_Intersection	5
NIC274	A	0.469299	0.469299	GATK-STRELKA_Intersection	5
QG2846	A	0.47402	0.47402	GATK-STRELKA_Intersection	5
JU2811	A	0.43679	0.482264	GATK-STRELKA_Intersection	5
EG4349	A	0.486448	0.486448	GATK-STRELKA_Intersection	5
JU1808	A	1e-05	0.493312	GATK-STRELKA_Intersection	5
NIC259	A	0.403793	0.495203	GATK-STRELKA_Intersection	5
NIC166	A	0.081287	0.495383	GATK-STRELKA_Intersection	5
WN2002	A	0.069625	0.49659	GATK-STRELKA_Intersection	5
QG2075	A	0.346614	0.498046	GATK-STRELKA_Intersection	5
JU2841	A	0.117937	0.499527	GATK-STRELKA_Intersection	5
JU3125	A	0.307397	0.503699	GATK-STRELKA_Intersection	5
JU1652	A	0.153299	0.504402	GATK-STRELKA_Intersection	5
MY10	A	0.480619	0.509943	GATK-STRELKA_Intersection	5
WN2001	A	0.510851	0.510851	GATK-STRELKA_Intersection	5
JU3128	A	0.009305	0.514511	GATK-STRELKA_Intersection	5
QG2828	A	0.47816	0.52181	GATK-STRELKA_Intersection	5
JU2907	A	1e-05	0.52225	GATK-STRELKA_Intersection	5
ECA928	A	0.02845	0.522696	GATK-STRELKA_Intersection	5
XZ1735	A	0.436952	0.524244	GATK-STRELKA_Intersection	5
MY18	A	1e-05	0.524736	GATK-STRELKA_Intersection	5
NIC207	A	1.2e-05	0.52711	GATK-STRELKA_Intersection	5
JU360	A	0.089153	0.528461	GATK-STRELKA_Intersection	5
PB306	A	1e-05	0.531519	GATK-STRELKA_Intersection	5
JU1440	A	1e-05	0.533737	GATK-STRELKA_Intersection	5
CX11262	A	1.7e-05	0.53412	GATK-STRELKA_Intersection	5
NIC514	A	0.465476	0.534494	GATK-STRELKA_Intersection	5
MY795	A	1e-05	0.535929	GATK-STRELKA_Intersection	5
QG2837	A	0.456984	0.542986	GATK-STRELKA_Intersection	5
NIC3	A	1e-05	0.543887	GATK-STRELKA_Intersection	5
JU2587	A	0.216293	0.546556	GATK-STRELKA_Intersection	5
NIC255	A	1e-05	0.54703	GATK-STRELKA_Intersection	5
ECA923	A	0.137597	0.549526	GATK-STRELKA_Intersection	5
NIC515	A	0.550425	0.550425	GATK-STRELKA_Intersection	5
JU2534	A	1e-05	0.551032	GATK-STRELKA_Intersection	5
NIC513	A	0.448917	0.55105	GATK-STRELKA_Intersection	5
MY920	A	0.036705	0.552645	GATK-STRELKA_Intersection	5
JU3280	A	0.286121	0.552657	GATK-STRELKA_Intersection	5
JU2593	A	1e-05	0.554219	GATK-STRELKA_Intersection	5
QX1791	A	0.176796	0.5563	GATK-STRELKA_Intersection	5
NIC2	A	1.3e-05	0.557494	GATK-STRELKA_Intersection	5
QG2827	A	0.558388	0.558388	GATK-STRELKA_Intersection	5
QG2874	A	0.440488	0.559482	GATK-STRELKA_Intersection	5
QG2832	A	0.560181	0.560181	GATK-STRELKA_Intersection	5
JU2879	A	1e-05	0.561884	GATK-STRELKA_Intersection	5
XZ2020	A	0.107033	0.56396	GATK-STRELKA_Intersection	5
JU310	A	1e-05	0.568252	GATK-STRELKA_Intersection	5
JU3134	A	1.7e-05	0.569885	GATK-STRELKA_Intersection	5
QG2873	A	0.429842	0.570128	GATK-STRELKA_Intersection	5
QG2877	A	0.571944	0.571944	GATK-STRELKA_Intersection	5
QG2855	A	0.424843	0.575127	GATK-STRELKA_Intersection	5
QG2857	A	0.423422	0.576548	GATK-STRELKA_Intersection	5
CX11307	A	0.134618	0.577259	GATK-STRELKA_Intersection	5
ED3017	A	0.068071	0.578738	GATK-STRELKA_Intersection	5
JU2581	A	1.7e-05	0.583226	GATK-STRELKA_Intersection	5
JU1793	A	0.416029	0.583941	GATK-STRELKA_Intersection	5
JT11398	A	1e-05	0.585532	GATK-STRELKA_Intersection	5
LKC34	A	0.413711	0.586259	GATK-STRELKA_Intersection	5
JU1530	A	1e-05	0.589963	GATK-STRELKA_Intersection	5
QG2854	A	0.406677	0.593292	GATK-STRELKA_Intersection	5
JU2017	A	1e-05	0.593329	GATK-STRELKA_Intersection	5
NIC523	A	0.140275	0.595604	GATK-STRELKA_Intersection	5
JU3144	A	0.299647	0.595726	GATK-STRELKA_Intersection	5
JU3228	A	0.341719	0.59647	GATK-STRELKA_Intersection	5
JU774	A	0.401625	0.598345	GATK-STRELKA_Intersection	5
NIC522	A	0.06396	0.598506	GATK-STRELKA_Intersection	5
CX11285	A	0.063935	0.599477	GATK-STRELKA_Intersection	5
NIC528	A	0.202543	0.599841	GATK-STRELKA_Intersection	5
CX11315	A	1.5e-05	0.601617	GATK-STRELKA_Intersection	5
QG2838	A	0.271323	0.601999	GATK-STRELKA_Intersection	5
JU2007	A	0.250791	0.602074	GATK-STRELKA_Intersection	5
CX11254	A	1e-05	0.602546	GATK-STRELKA_Intersection	5
QG2835	A	0.392367	0.607603	GATK-STRELKA_Intersection	5
PX179	A	1.5e-05	0.608483	GATK-STRELKA_Intersection	5
CX11264	A	2e-05	0.611467	GATK-STRELKA_Intersection	5
AB1	A	1e-05	0.611586	GATK-STRELKA_Intersection	5
JU751	A	0.126275	0.614556	GATK-STRELKA_Intersection	5
JU1491	A	0.318097	0.615714	GATK-STRELKA_Intersection	5
NIC511	A	1e-05	0.618364	GATK-STRELKA_Intersection	5
JU323	A	1e-05	0.620307	GATK-STRELKA_Intersection	5
BRC20263	A	0.356434	0.623062	GATK-STRELKA_Intersection	5
JU561	A	1e-05	0.624516	GATK-STRELKA_Intersection	5
MY2212	A	1.4e-05	0.624525	GATK-STRELKA_Intersection	5
EG4724	A	0.624596	0.624596	GATK-STRELKA_Intersection	5
JU1395	A	1e-05	0.626167	GATK-STRELKA_Intersection	5
QG2836	A	0.372657	0.627313	GATK-STRELKA_Intersection	5
NIC277	A	1e-05	0.62797	GATK-STRELKA_Intersection	5
ED3012	A	1e-05	0.628416	GATK-STRELKA_Intersection	5
JU2829	A	1e-05	0.628766	GATK-STRELKA_Intersection	5
JU3137	A	0.13618	0.628959	GATK-STRELKA_Intersection	5
XZ2018	A	1.6e-05	0.629684	GATK-STRELKA_Intersection	5
JU642	A	0.132173	0.635713	GATK-STRELKA_Intersection	5
EG4347	A	1e-05	0.637537	GATK-STRELKA_Intersection	5
ECA640	A	1e-05	0.638412	GATK-STRELKA_Intersection	5
NIC529	A	1.5e-05	0.641979	GATK-STRELKA_Intersection	5
NIC1119	A	0.284233	0.643278	GATK-STRELKA_Intersection	5
XZ1734	A	0.354219	0.645751	GATK-STRELKA_Intersection	5
DL200	A	0.105159	0.646751	GATK-STRELKA_Intersection	5
ED3046	A	0.239251	0.647469	GATK-STRELKA_Intersection	5
ED3049	A	0.238903	0.650855	GATK-STRELKA_Intersection	5
JU1200	A	1e-05	0.657604	GATK-STRELKA_Intersection	5
JU346	A	0.053245	0.657965	GATK-STRELKA_Intersection	5
QX1212	A	1e-05	0.658846	GATK-STRELKA_Intersection	5
JU2478	A	1e-05	0.659721	GATK-STRELKA_Intersection	5
JU2131	A	0.33356	0.66641	GATK-STRELKA_Intersection	5
ED3052	A	0.20746	0.667619	GATK-STRELKA_Intersection	5
QG557	A	1e-05	0.667983	GATK-STRELKA_Intersection	5
JU2106	A	0.331361	0.668609	GATK-STRELKA_Intersection	5
JU2906	A	1e-05	0.668949	GATK-STRELKA_Intersection	5
NIC266	A	0.670454	0.670454	GATK-STRELKA_Intersection	5
JU847	A	0.044383	0.67114	GATK-STRELKA_Intersection	5
JU3224	A	0.262165	0.673852	GATK-STRELKA_Intersection	5
MY2741	A	1e-05	0.675063	GATK-STRELKA_Intersection	5
QG2811	A	0.001323	0.678722	GATK-STRELKA_Intersection	5
JU2853	A	1e-05	0.680142	GATK-STRELKA_Intersection	5
ECA592	A	1e-05	0.683127	GATK-STRELKA_Intersection	5
CX11314	A	1.8e-05	0.684959	GATK-STRELKA_Intersection	5
NIC501	A	0.31344	0.68653	GATK-STRELKA_Intersection	5
WN2064	A	1e-05	0.68903	GATK-STRELKA_Intersection	5
ED3040	A	0.294742	0.693305	GATK-STRELKA_Intersection	5
JU367	A	1e-05	0.695024	GATK-STRELKA_Intersection	5
JU1580	A	0.304202	0.695767	GATK-STRELKA_Intersection	5
DL238	A	0.27398	0.696027	GATK-STRELKA_Intersection	5
JU1249	A	1e-05	0.699835	GATK-STRELKA_Intersection	5
JU2576	A	1e-05	0.701815	GATK-STRELKA_Intersection	5
NIC276	A	0.296151	0.703819	GATK-STRELKA_Intersection	5
JU1543	A	1e-05	0.705738	GATK-STRELKA_Intersection	5
CB4852	A	1e-05	0.706532	GATK-STRELKA_Intersection	5
ECA703	A	0.162219	0.707665	GATK-STRELKA_Intersection	5
ECA349	A	1e-05	0.71065	GATK-STRELKA_Intersection	5
QX1792	A	0.017647	0.712231	GATK-STRELKA_Intersection	5
MY16	A	1e-05	0.716205	GATK-STRELKA_Intersection	5
NIC272	A	0.717107	0.717107	GATK-STRELKA_Intersection	5
DL226	A	0.021911	0.718283	GATK-STRELKA_Intersection	5
JU2234	A	1e-05	0.721543	GATK-STRELKA_Intersection	5
NIC275	A	0.278164	0.721806	GATK-STRELKA_Intersection	5
MY2535	A	1e-05	0.722109	GATK-STRELKA_Intersection	5
JU2862	A	0.068343	0.722326	GATK-STRELKA_Intersection	5
QG556	A	1.6e-05	0.72858	GATK-STRELKA_Intersection	5
QG2813	A	0.10779	0.729322	GATK-STRELKA_Intersection	5
QG2841	A	0.214353	0.731137	GATK-STRELKA_Intersection	5
JU2464	A	0.097507	0.733882	GATK-STRELKA_Intersection	5
NIC527	A	0.125089	0.733979	GATK-STRELKA_Intersection	5
WN2050	A	0.265055	0.734915	GATK-STRELKA_Intersection	5
ECA594	A	1e-05	0.736358	GATK-STRELKA_Intersection	5
JU3225	A	1.5e-05	0.739706	GATK-STRELKA_Intersection	5
JU1409	A	1e-05	0.741119	GATK-STRELKA_Intersection	5
JU2586	A	0.744086	0.744086	GATK-STRELKA_Intersection	5
NIC195	A	0.744986	0.744986	GATK-STRELKA_Intersection	5
JU2866	A	1e-05	0.749072	GATK-STRELKA_Intersection	5
CX11276	A	0.07463	0.75062	GATK-STRELKA_Intersection	5
ECA348	A	1e-05	0.754324	GATK-STRELKA_Intersection	5
NIC267	A	0.243941	0.756029	GATK-STRELKA_Intersection	5
JU1666	A	0.199851	0.75892	GATK-STRELKA_Intersection	5
NIC269	A	0.75924	0.75924	GATK-STRELKA_Intersection	5
PS2025	A	1.8e-05	0.759956	GATK-STRELKA_Intersection	5
JU3166	A	0.761339	0.761339	GATK-STRELKA_Intersection	5
MY772	A	0.055876	0.762367	GATK-STRELKA_Intersection	5
LSJ1	A	1.6e-05	0.764369	GATK-STRELKA_Intersection	5
N2	A	1.1e-05	0.76566	GATK-STRELKA_Intersection	5
CB4856	A	0.232596	0.767374	GATK-STRELKA_Intersection	5
MY2530	A	0.070584	0.775428	GATK-STRELKA_Intersection	5
QX1233	A	1e-05	0.776821	GATK-STRELKA_Intersection	5
JU2878	A	0.101154	0.78192	GATK-STRELKA_Intersection	5
JU1213	A	0.217245	0.782725	GATK-STRELKA_Intersection	5
NIC252	A	0.784063	0.784063	GATK-STRELKA_Intersection	5
ECA706	A	0.182031	0.787384	GATK-STRELKA_Intersection	5
JU2522	A	0.788582	0.788582	GATK-STRELKA_Intersection	5
JU440	A	1e-05	0.788938	GATK-STRELKA_Intersection	5
XZ1515	A	1e-05	0.802651	GATK-STRELKA_Intersection	5
JU1896	A	1e-05	0.80315	GATK-STRELKA_Intersection	5
MY2453	A	1e-05	0.803469	GATK-STRELKA_Intersection	5
EG4725	A	0.804188	0.804188	GATK-STRELKA_Intersection	5
JU2513	A	1e-05	0.80509	GATK-STRELKA_Intersection	5
XZ1756	A	1e-05	0.807671	GATK-STRELKA_Intersection	5
MY1	A	0.188388	0.811582	GATK-STRELKA_Intersection	5
JU1586	A	1.5e-05	0.81213	GATK-STRELKA_Intersection	5
JU2619	A	0.161086	0.813367	GATK-STRELKA_Intersection	5
NIC251	A	0.817161	0.817161	GATK-STRELKA_Intersection	5
NIC242	A	0.053938	0.822569	GATK-STRELKA_Intersection	5
ECA930	A	1.2e-05	0.825729	GATK-STRELKA_Intersection	5
ECA733	A	0.168957	0.831013	GATK-STRELKA_Intersection	5
ECA732	A	0.162358	0.837612	GATK-STRELKA_Intersection	5
ED3077	A	0.162196	0.837774	GATK-STRELKA_Intersection	5
ED3005	A	1e-05	0.838377	GATK-STRELKA_Intersection	5
JU782	A	0.839093	0.839093	GATK-STRELKA_Intersection	5
JU2566	A	1e-05	0.839965	GATK-STRELKA_Intersection	5
QG2850	A	0.159325	0.840645	GATK-STRELKA_Intersection	5
JU393	A	0.158989	0.840981	GATK-STRELKA_Intersection	5
JU258	A	0.849194	0.849194	GATK-STRELKA_Intersection	5
JU3169	A	0.853042	0.853042	GATK-STRELKA_Intersection	5
QG536	A	0.136631	0.856314	GATK-STRELKA_Intersection	5
KR314	A	1e-05	0.860736	GATK-STRELKA_Intersection	5
JU3140	A	0.139142	0.860828	GATK-STRELKA_Intersection	5
NIC260	A	0.862665	0.862665	GATK-STRELKA_Intersection	5
JU1212	A	0.135049	0.864921	GATK-STRELKA_Intersection	5
CB4855	A	1e-05	0.866201	GATK-STRELKA_Intersection	5
JU3132	A	0.12932	0.87065	GATK-STRELKA_Intersection	5
ECA743	A	1e-05	0.873569	GATK-STRELKA_Intersection	5
JU311	A	1e-05	0.875348	GATK-STRELKA_Intersection	5
NIC199	A	0.878157	0.878157	GATK-STRELKA_Intersection	5
QG2932	A	0.119718	0.880252	GATK-STRELKA_Intersection	5
QG2825	A	0.119396	0.880574	GATK-STRELKA_Intersection	5
CX11271	A	0.088631	0.884876	GATK-STRELKA_Intersection	5
JU830	A	0.040387	0.885053	GATK-STRELKA_Intersection	5
JU1246	A	0.113378	0.886591	GATK-STRELKA_Intersection	5
JU2800	A	1e-05	0.88705	GATK-STRELKA_Intersection	5
JU2592	A	0.068972	0.894228	GATK-STRELKA_Intersection	5
ECA701	A	0.021172	0.898534	GATK-STRELKA_Intersection	5
JU2572	A	1.1e-05	0.90276	GATK-STRELKA_Intersection	5
ECA252	A	1e-05	0.902897	GATK-STRELKA_Intersection	5
XZ2019	A	0.0424	0.904041	GATK-STRELKA_Intersection	5
JU2578	A	0.087062	0.912908	GATK-STRELKA_Intersection	5
QG2823	A	0.082876	0.917094	GATK-STRELKA_Intersection	5
JU1581	A	1e-05	0.919786	GATK-STRELKA_Intersection	5
QX1793	A	0.068986	0.930983	GATK-STRELKA_Intersection	5
MY2585	A	0.066954	0.933016	GATK-STRELKA_Intersection	5
CB4854	A	0.018206	0.938715	GATK-STRELKA_Intersection	5
XZ1672	A	1e-05	0.93947	GATK-STRELKA_Intersection	5
ECA724	A	1e-05	0.940449	GATK-STRELKA_Intersection	5
QG2824	A	0.058793	0.941177	GATK-STRELKA_Intersection	5
WN2033	A	1e-05	0.944996	GATK-STRELKA_Intersection	5
MY679	A	0.052868	0.947102	GATK-STRELKA_Intersection	5
JU3135	A	1.7e-05	0.94732	GATK-STRELKA_Intersection	5
CB4857	A	1e-05	0.948798	GATK-STRELKA_Intersection	5
EG4946	A	1e-05	0.950691	GATK-STRELKA_Intersection	5
ECA807	A	1e-05	0.953112	GATK-STRELKA_Intersection	5
GXW1	A	0.028409	0.953669	GATK-STRELKA_Intersection	5
JU1792	A	1e-05	0.95635	GATK-STRELKA_Intersection	5
PB303	A	1e-05	0.959153	GATK-STRELKA_Intersection	5
NIC231	A	0.015097	0.962021	GATK-STRELKA_Intersection	5
ED3048	A	0.037733	0.962235	GATK-STRELKA_Intersection	5
ED3073	A	1e-05	0.965865	GATK-STRELKA_Intersection	5
CB4853	A	1e-05	0.966834	GATK-STRELKA_Intersection	5
RC301	A	1e-05	0.969274	GATK-STRELKA_Intersection	5
JU2575	A	1e-05	0.970434	GATK-STRELKA_Intersection	5
MY518	A	1e-05	0.97143	GATK-STRELKA_Intersection	5
JU775	A	0.97609	0.97609	GATK-STRELKA_Intersection	5
ECA593	A	1e-05	0.983093	GATK-STRELKA_Intersection	5
MY2147	A	1e-05	0.987155	GATK-STRELKA_Intersection	5
ECA189	A	1e-05	0.994077	GATK-STRELKA_Intersection	5
ECA372	A	1e-05	0.995025	GATK-STRELKA_Intersection	5
NIC1049	A	1e-05	0.995445	GATK-STRELKA_Intersection	5
NIC265	A	0.996313	0.996313	GATK-STRELKA_Intersection	5
ECA730	A	1.7e-05	0.999948	GATK-STRELKA_Intersection	5
ECA347	A	1.9e-05	0.999951	GATK-STRELKA_Intersection	5
ECA778	A	1e-05	0.999951	GATK-STRELKA_Intersection	5
JU3167	A	0.999951	0.999951	GATK-STRELKA_Intersection	5
ECA191	A	1.8e-05	0.999952	GATK-STRELKA_Intersection	5
WN2066	A	1.7e-05	0.999953	GATK-STRELKA_Intersection	5
XZ1513	A	1.6e-05	0.999953	GATK-STRELKA_Intersection	5
ECA777	A	1e-05	0.999954	GATK-STRELKA_Intersection	5
JU3291	A	1.6e-05	0.999954	GATK-STRELKA_Intersection	5
NIC256	A	0.999954	0.999954	GATK-STRELKA_Intersection	5
ECA745	A	1.5e-05	0.999955	GATK-STRELKA_Intersection	5
JU2316	A	0.999956	0.999956	GATK-STRELKA_Intersection	5
ECA740	A	1.2e-05	0.999958	GATK-STRELKA_Intersection	5
NIC1107	A	1e-05	0.999958	GATK-STRELKA_Intersection	5
ECA396	A	1.1e-05	0.999959	GATK-STRELKA_Intersection	5
ECA744	A	1.1e-05	0.999959	GATK-STRELKA_Intersection	5
BRC20067	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
CB4851	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
CB4858	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
CB4932	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
CX11292	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA36	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA363	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA705	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA710	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA712	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA722	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA723	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA738	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA741	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA742	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA746	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA760	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA768	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ECA812	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
ED3011	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU1088	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU1172	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU1242	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU1568	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU1934	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2016	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2141	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2250	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2257	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2466	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2519	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
JU2526	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
JU2565	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2570	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2600	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2610	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU2825	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU3141	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU3226	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU3282	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU394	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU397	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU406	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
JU792	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
MY23	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
MY2573	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
MY2693	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
MY2713	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
NIC258	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
NIC261	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
NIC262	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
NIC271	A	0.99996	0.99996	GATK-STRELKA_Intersection	5
QG2818	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
QG2843	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
QX1211	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
QX1794	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
XZ1514	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
XZ1516	A	1e-05	0.99996	GATK-STRELKA_Intersection	5
NIC526	B	0.382374	0.382374	GATK-STRELKA_Intersection	5
ECA369	B	1e-05	0.414619	GATK-STRELKA_Intersection	5
QG2875	B	0.381319	0.416968	GATK-STRELKA_Intersection	5
NIC268	B	0.284504	0.419393	GATK-STRELKA_Intersection	5
NIC1	B	0.425791	0.425791	GATK-STRELKA_Intersection	5
JU2001	B	2e-05	0.429579	GATK-STRELKA_Intersection	5
JU3127	B	0.431635	0.431635	GATK-STRELKA_Intersection	5
JU2838	B	0.433258	0.433258	GATK-STRELKA_Intersection	5
JU778	B	0.191878	0.440522	GATK-STRELKA_Intersection	5
WN2063	B	0.444807	0.444807	GATK-STRELKA_Intersection	5
NIC236	B	0.288275	0.447494	GATK-STRELKA_Intersection	5
JU1400	B	0.318802	0.465052	GATK-STRELKA_Intersection	5
QW947	B	0.466421	0.466421	GATK-STRELKA_Intersection	5
NIC274	B	0.444127	0.469299	GATK-STRELKA_Intersection	5
QG2846	B	0.3097	0.47402	GATK-STRELKA_Intersection	5
JU2811	B	0.482264	0.482264	GATK-STRELKA_Intersection	5
EG4349	B	0.437731	0.486448	GATK-STRELKA_Intersection	5
JU1808	B	0.4424	0.493312	GATK-STRELKA_Intersection	5
NIC259	B	0.100984	0.495203	GATK-STRELKA_Intersection	5
NIC166	B	0.42331	0.495383	GATK-STRELKA_Intersection	5
WN2002	B	0.433765	0.49659	GATK-STRELKA_Intersection	5
QG2075	B	0.498046	0.498046	GATK-STRELKA_Intersection	5
JU2841	B	0.382516	0.499527	GATK-STRELKA_Intersection	5
JU3125	B	0.503699	0.503699	GATK-STRELKA_Intersection	5
JU1652	B	0.342279	0.504402	GATK-STRELKA_Intersection	5
MY10	B	0.509943	0.509943	GATK-STRELKA_Intersection	5
WN2001	B	0.382298	0.510851	GATK-STRELKA_Intersection	5
JU3128	B	0.476164	0.514511	GATK-STRELKA_Intersection	5
QG2828	B	0.52181	0.52181	GATK-STRELKA_Intersection	5
JU2907	B	0.52225	0.52225	GATK-STRELKA_Intersection	5
ECA928	B	0.448834	0.522696	GATK-STRELKA_Intersection	5
XZ1735	B	0.524244	0.524244	GATK-STRELKA_Intersection	5
MY18	B	0.524736	0.524736	GATK-STRELKA_Intersection	5
NIC207	B	0.472858	0.52711	GATK-STRELKA_Intersection	5
JU360	B	0.528461	0.528461	GATK-STRELKA_Intersection	5
PB306	B	0.531519	0.531519	GATK-STRELKA_Intersection	5
JU1440	B	0.533737	0.533737	GATK-STRELKA_Intersection	5
CX11262	B	0.465843	0.53412	GATK-STRELKA_Intersection	5
NIC514	B	0.534494	0.534494	GATK-STRELKA_Intersection	5
MY795	B	0.535929	0.535929	GATK-STRELKA_Intersection	5
QG2837	B	0.542986	0.542986	GATK-STRELKA_Intersection	5
NIC3	B	0.543887	0.543887	GATK-STRELKA_Intersection	5
JU2587	B	0.546556	0.546556	GATK-STRELKA_Intersection	5
NIC255	B	0.45294	0.54703	GATK-STRELKA_Intersection	5
ECA923	B	0.549526	0.549526	GATK-STRELKA_Intersection	5
NIC515	B	0.449545	0.550425	GATK-STRELKA_Intersection	5
JU2534	B	0.551032	0.551032	GATK-STRELKA_Intersection	5
NIC513	B	0.55105	0.55105	GATK-STRELKA_Intersection	5
MY920	B	0.552645	0.552645	GATK-STRELKA_Intersection	5
JU3280	B	0.552657	0.552657	GATK-STRELKA_Intersection	5
JU2593	B	0.554219	0.554219	GATK-STRELKA_Intersection	5
QX1791	B	1e-05	0.5563	GATK-STRELKA_Intersection	5
NIC2	B	0.557494	0.557494	GATK-STRELKA_Intersection	5
QG2827	B	0.43233	0.558388	GATK-STRELKA_Intersection	5
QG2874	B	0.559482	0.559482	GATK-STRELKA_Intersection	5
QG2832	B	0.439789	0.560181	GATK-STRELKA_Intersection	5
JU2879	B	0.438086	0.561884	GATK-STRELKA_Intersection	5
XZ2020	B	0.56396	0.56396	GATK-STRELKA_Intersection	5
JU310	B	0.431718	0.568252	GATK-STRELKA_Intersection	5
JU3134	B	0.569885	0.569885	GATK-STRELKA_Intersection	5
QG2873	B	0.570128	0.570128	GATK-STRELKA_Intersection	5
QG2877	B	0.428026	0.571944	GATK-STRELKA_Intersection	5
QG2855	B	0.575127	0.575127	GATK-STRELKA_Intersection	5
QG2857	B	0.576548	0.576548	GATK-STRELKA_Intersection	5
CX11307	B	0.577259	0.577259	GATK-STRELKA_Intersection	5
ED3017	B	0.353171	0.578738	GATK-STRELKA_Intersection	5
JU2581	B	0.583226	0.583226	GATK-STRELKA_Intersection	5
JU1793	B	1e-05	0.583941	GATK-STRELKA_Intersection	5
JT11398	B	0.414438	0.585532	GATK-STRELKA_Intersection	5
LKC34	B	0.586259	0.586259	GATK-STRELKA_Intersection	5
JU1530	B	0.410007	0.589963	GATK-STRELKA_Intersection	5
QG2854	B	0.593292	0.593292	GATK-STRELKA_Intersection	5
JU2017	B	0.593329	0.593329	GATK-STRELKA_Intersection	5
NIC523	B	0.595604	0.595604	GATK-STRELKA_Intersection	5
JU3144	B	0.595726	0.595726	GATK-STRELKA_Intersection	5
JU3228	B	0.59647	0.59647	GATK-STRELKA_Intersection	5
JU774	B	0.598345	0.598345	GATK-STRELKA_Intersection	5
NIC522	B	0.337514	0.598506	GATK-STRELKA_Intersection	5
CX11285	B	0.599477	0.599477	GATK-STRELKA_Intersection	5
NIC528	B	0.599841	0.599841	GATK-STRELKA_Intersection	5
CX11315	B	0.601617	0.601617	GATK-STRELKA_Intersection	5
QG2838	B	0.601999	0.601999	GATK-STRELKA_Intersection	5
JU2007	B	0.602074	0.602074	GATK-STRELKA_Intersection	5
CX11254	B	0.602546	0.602546	GATK-STRELKA_Intersection	5
QG2835	B	0.607603	0.607603	GATK-STRELKA_Intersection	5
PX179	B	0.608483	0.608483	GATK-STRELKA_Intersection	5
CX11264	B	0.388494	0.611467	GATK-STRELKA_Intersection	5
AB1	B	0.388384	0.611586	GATK-STRELKA_Intersection	5
JU751	B	0.614556	0.614556	GATK-STRELKA_Intersection	5
